DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthofFwdPackets,TotalLengthofBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowPackets/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLength,BwdHeaderLength,FwdPackets/s,BwdPackets/s,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,Down/UpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdHeaderLength1,FwdAvgBytes/Bulk,FwdAvgPackets/Bulk,FwdAvgBulkRate,BwdAvgBytes/Bulk,BwdAvgPackets/Bulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Label
80,8793380,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,0.909775308,1256197.143,2172559.449,5004609,88,3788771,1262923.667,2183491.548,3784202,865,8793258,2931086.0,2608115.748,5005182,3043,0,0,0,0,136,136,0.454887654,0.454887654,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,32899995,203,104,43951,72191,602,0,216.5073892,228.6511756,1068,0,694.1442308,362.6301552,9.331308409,107516.3235,271282.0897,1274694,4,32900000,162860.2327,320423.5095,1274694,915,32900000,319416.2136,417057.2136,1275550,4,0,0,0,0,6504,3336,6.170213704,3.161094705,0,1068,377.0844156,360.6759118,130087.1134,0,0,0,1,0,0,0,0,0,378.3127036,216.5073892,694.1442308,6504,0,0,0,0,0,0,203,43951,104,72191,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5874411,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.68091933,1958137.0,3390987.428,5873712,125,5874411,2937205.5,4152847.318,5873712,699,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510689497,0.170229832,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5617948,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.712003742,1872649.333,3242907.187,5617236,140,5617948,2808974.0,3971482.207,5617236,712,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534002807,0.178000936,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5084363,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.786725889,1694787.667,2934609.668,5083383,96,5084363,2542181.5,3593801.626,5083383,980,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590044417,0.196681472,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5817877,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.68753602,1939292.333,3358244.46,5817059,76,5817877,2908938.5,4112703.452,5817059,818,0,0.0,0.0,0,0,0,0,0,0,104,40,0.515652015,0.171884005,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5553669,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.720244581,1851223.0,3205680.516,5552824,107,5553669,2776834.5,3925842.0,5552824,845,0,0.0,0.0,0,0,0,0,0,0,104,40,0.540183435,0.180061145,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5962412,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.67086944,1987470.667,3441796.56,5961715,132,5962412,2981206.0,4215076.251,5961715,697,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50315208,0.16771736,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5697956,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.702006123,1899318.667,3288941.354,5697061,117,5697956,2848978.0,4027797.605,5697061,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.526504592,0.175501531,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5426915,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.737067008,1808971.667,3132614.233,5426203,145,5426915,2713457.5,3836401.477,5426203,712,0,0.0,0.0,0,0,0,0,0,0,104,40,0.552800256,0.184266752,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5873515,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.681023203,1957838.333,3390317.708,5872640,126,5873515,2936757.5,4151964.849,5872640,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510767402,0.170255801,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5608522,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.713200376,1869507.333,3237396.674,5607731,94,5608522,2804261.0,3964705.296,5607731,791,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534900282,0.178300094,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5083433,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.786869818,1694477.667,2934226.87,5082631,141,5083433,2541716.5,3593395.747,5082631,802,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590152364,0.196717455,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5835057,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.685511727,1945019.0,3368227.416,5834313,123,5835057,2917528.5,4124956.198,5834313,744,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514133795,0.171377932,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5560027,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.719420967,1853342.333,3209306.28,5559130,90,5560027,2780013.5,3930264.246,5559130,897,0,0.0,0.0,0,0,0,0,0,0,104,40,0.539565725,0.179855242,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5043611,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.793082575,1681203.667,2911157.695,5042719,99,5043611,2521805.5,3565110.061,5042719,892,0,0.0,0.0,0,0,0,0,0,0,104,40,0.594811931,0.198270644,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5784839,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.691462632,1928279.667,3339094.612,5783934,174,5784839,2892419.5,4089219.022,5783934,905,0,0.0,0.0,0,0,0,0,0,0,104,40,0.518596974,0.172865658,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5532243,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.723034039,1844081.0,3193298.949,5531385,132,5532243,2766121.5,3910673.145,5531385,858,0,0.0,0.0,0,0,0,0,0,0,104,40,0.542275529,0.18075851,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,9790997,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,0.817077158,1398713.857,2388565.342,5004577,132,4786420,1595473.333,2760785.719,4783354,881,9790861,3263620.333,2827254.138,5005149,1481,0,0,0,0,136,136,0.408538579,0.408538579,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,0,1,94.125,95.75,92.5,136,0,0,0,0,0,0,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,35238629,203,104,43906,72185,602,0,216.2857143,228.4931854,1067,0,694.0865385,362.5876556,8.712030198,115158.9183,327953.2527,3530228,4,35200000,174437.5693,390979.9391,3530228,788,35200000,342121.2913,515145.9523,3530938,4,0,0,0,0,6504,3336,5.760723551,2.951306647,0,1067,376.9188312,360.6437827,130063.938,0,0,0,1,0,0,0,0,0,378.1465798,216.2857143,694.0865385,6504,0,0,0,0,0,0,203,43906,104,72185,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5507569,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.726273243,1835856.333,3179192.835,5506872,95,5507569,2753784.5,3893453.681,5506872,697,0,0.0,0.0,0,0,0,0,0,0,104,40,0.544704932,0.181568311,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5991958,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.667561421,1997319.333,3458910.375,5991325,128,5991958,2995979.0,4236058.937,5991325,633,0,0.0,0.0,0,0,0,0,0,0,104,40,0.500671066,0.166890355,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5733848,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.697611796,1911282.667,3309633.299,5732918,135,5733848,2866924.0,4053127.584,5732918,930,0,0.0,0.0,0,0,0,0,0,0,104,40,0.523208847,0.174402949,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5472641,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.730908532,1824213.667,3159021.081,5471937,128,5472641,2736320.5,3868745.956,5471937,704,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548181399,0.182727133,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5932484,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.67425382,1977494.667,3424522.82,5931793,92,5932484,2966242.0,4193922.444,5931793,691,0,0.0,0.0,0,0,0,0,0,0,104,40,0.505690365,0.168563455,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,102,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,19607.84314,102.0,0.0,102,102,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9803.921569,9803.921569,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5649282,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.708054581,1883094.0,3260835.941,5648383,143,5649282,2824641.0,3993374.233,5648383,899,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531040936,0.177013645,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5134333,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.779069063,1711444.333,2963702.33,5133633,127,5134333,2567166.5,3629531.732,5133633,700,0,0.0,0.0,0,0,0,0,0,0,104,40,0.584301797,0.194767266,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5887776,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.679373672,1962592.0,3398569.489,5886922,97,5887776,2943888.0,4162078.597,5886922,854,0,0.0,0.0,0,0,0,0,0,0,104,40,0.509530254,0.169843418,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5588035,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.71581513,1862678.333,3225541.651,5587213,125,5588035,2794017.5,3950174.958,5587213,822,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536861348,0.178953783,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5957116,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.671465857,1985705.333,3438631.536,5956295,75,5957116,2978558.0,4211156.051,5956295,821,0,0.0,0.0,0,0,0,0,0,0,104,40,0.503599393,0.167866464,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5692832,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.702637984,1897610.667,3285998.598,5691955,129,5692832,2846416.0,4024199.846,5691955,877,0,0.0,0.0,0,0,0,0,0,0,104,40,0.526978488,0.175659496,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5438801,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.735456215,1812933.667,3139325.936,5437915,160,5438801,2719400.5,3844560.075,5437915,886,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551592162,0.183864054,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5873341,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.681043379,1957780.333,3390217.253,5872466,93,5873341,2936670.5,4151841.812,5872466,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510782534,0.170260845,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5616800,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.712149266,1872266.667,3242230.532,5616072,155,5616800,2808400.0,3970647.821,5616072,728,0,0.0,0.0,0,0,0,0,0,0,104,40,0.53411195,0.178037317,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5118494,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.781479865,1706164.667,2954382.75,5117592,141,5118494,2559247.0,3618046.196,5117592,902,0,0.0,0.0,0,0,0,0,0,0,104,40,0.586109899,0.195369966,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5853867,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.683308999,1951289.0,3378943.621,5852957,130,5853867,2926933.5,4138022.118,5852957,910,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512481749,0.17082725,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5596182,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.714773036,1865394.0,3230190.767,5595297,129,5596182,2798091.0,3955846.662,5595297,885,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536079777,0.178693259,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,8800981,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,0.908989577,1257283.0,2173660.527,5000931,113,3800050,1266683.333,2189903.905,3795366,896,8800868,2933622.667,2608504.636,5001525,3061,0,0,0,0,136,136,0.454494789,0.454494789,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,34266541,203,104,43951,72198,602,0,216.5073892,228.6511756,1068,0,694.2115385,362.6994442,8.959176825,111982.1601,298399.5421,2550282,48,34300000,169624.7574,354031.5366,2550282,695,34300000,332683.5631,462620.9509,2550911,48,0,0,0,0,6504,3336,5.924146239,3.035030586,0,1068,377.1071429,360.7193296,130118.4347,0,0,0,1,0,0,0,0,0,378.3355049,216.5073892,694.2115385,6504,0,0,0,0,0,0,203,43951,104,72198,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5554616,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.720121787,1851538.667,3206187.434,5553725,89,5554616,2777308.0,3926446.576,5553725,891,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54009134,0.180030447,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5043929,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.793032574,1681309.667,2911517.947,5043241,149,5043929,2521964.5,3565623.421,5043241,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.594774431,0.198258144,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5786067,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.69131588,1928689.0,3339987.191,5785374,136,5786067,2893033.5,4090387.162,5785374,693,0,0.0,0.0,0,0,0,0,0,0,104,40,0.51848691,0.17282897,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5528004,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.723588478,1842668.0,3191034.285,5527357,124,5528004,2764002.0,3907974.119,5527357,647,0,0.0,0.0,0,0,0,0,0,0,104,40,0.542691358,0.180897119,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,6000154,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.666649556,2000051.333,3463495.122,5999351,100,6000154,3000077.0,4241613.968,5999351,803,0,0.0,0.0,0,0,0,0,0,0,104,40,0.499987167,0.166662389,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5736845,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.697247355,1912281.667,3311564.528,5736147,110,5736845,2868422.5,4055574.881,5736147,698,0,0.0,0.0,0,0,0,0,0,0,104,40,0.522935516,0.174311839,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5474506,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.730659533,1824835.333,3160099.573,5473804,96,5474506,2737253.0,3870067.538,5473804,702,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54799465,0.182664883,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5895756,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.678454129,1965252.0,3403155.961,5894878,94,5895756,2947878.0,4167687.368,5894878,878,0,0.0,0.0,0,0,0,0,0,0,104,40,0.508840597,0.169613532,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5637355,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.709552618,1879118.333,3253957.681,5636465,113,5637355,2818677.5,3984953.298,5636465,890,0,0.0,0.0,0,0,0,0,0,0,104,40,0.532164464,0.177388155,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5119287,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.78135881,1706429.0,2954839.721,5118384,156,5119287,2559643.5,3618605.518,5118384,903,0,0.0,0.0,0,0,0,0,0,0,104,40,0.586019108,0.195339703,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5806285,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.688908657,1935428.333,3351485.13,5805390,135,5806285,2903142.5,4104397.776,5805390,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516681493,0.172227164,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
80,5444258,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.734719038,1814752.667,3142469.612,5443364,117,5444258,2722129.0,3848407.443,5443364,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551039278,0.183679759,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Attack
